Case Number,Law Enforcement Case Number,Date of Crash,Y-Coordinate (UTM NAD 83 Zone 15),X-Coordinate (UTM NAD 83 Zone 15),Time,Day of Week,County,Road System,Route,Cardinal Direction of Vehicles,Mainline or Ramp,Overpass/Underpass Information,Derived Literal Description,Road Classification,Intersection Class,Crash Severity,Amount of Property Damage,Major Cause,Drug or Alcohol Related,Driver Age,Driver Age - 5 year Bins,Driver Gender
20191114011,S19-001345,20190518,4560912,265190,06:10,Saturday,Pottawattamie,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd H10/BUNGE AVE,Secondary Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,10100,Ran off road - right,Alcohol (Statutory),30,>= 30 and <= 34,Male
20191114012,S19-001346,20190518,4575379,264352,12:16,Saturday,Pottawattamie,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,BIRDSLEY RD,Secondary Road,Not Indicated as an Intersection,Suspected Serious Injury Crash,10000,Exceeded authorized speed,Alcohol (Statutory),36,>= 35 and <= 39,Female
20191114029,2019-00443,20190518,4607383,429000,02:00,Saturday,Dallas,US Route,6,Eastbound (EB),Mainline,Not reported,US 6/HICKMAN AVE,US Route,Not Indicated as an Intersection,Property Damage Only,15000,Driver Distraction:  Other interior distraction,Under Influence of Alcohol/Drugs/Medications,22,>= 21 and <= 24,Male
20191114041,S19-037305,20190512,4692756,563122,09:07,Sunday,Black Hawk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,MILLER CREEK RD,Secondary Road,Not Indicated as an Intersection,Property Damage Only,2000,Operating vehicle in an reckless, erratic, careless, negligent manner,Under Influence of Alcohol/Drugs/Medications,70,>= 70 and <= 74,Female
20191114062,19082948,20190520,4627748,620775,11:38,Monday,Johnson,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,ANGLERS POINT RD NE,Institutional Road,Not Indicated as an Intersection,Possible/Unknown Injury Crash,10000,Exceeded authorized speed,Under Influence of Alcohol/Drugs/Medications,40,>= 40 and <= 44,Male
20191114070,20190014651,20190518,4606739,452204,02:50,Saturday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,E 24TH ST,Municipal Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,8500,Unknown,Under Influence of Alcohol/Drugs/Medications,19,= 19,Female
20191114083,19-006631,20190413,4744280,610668,17:10,Saturday,Fayette,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,147TH ST,Secondary Road,Not Indicated as an Intersection,Suspected Serious Injury Crash,100,Driver Distraction:  Passenger,Alcohol (Statutory),52,>= 50 and <= 54,Male
20191114130,2019009684,20190409,4748762,524280,21:31,Tuesday,Butler,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd C13/110 ST,Secondary Road,Not Indicated as an Intersection,Suspected Serious Injury Crash,6000,Ran off road - left,Alcohol (Statutory),46,>= 45 and <= 49,Male
20191114145,2019013414,20190519,4734695,468921,21:32,Sunday,Franklin,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,CO RD S25,Municipal Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,20500,Ran off road - right,Refused,35,>= 35 and <= 39,Male
20191114162,19-009784,20190520,4573587,266664,17:41,Monday,Pottawattamie,Interstate,80,Ramp,Ramp,Not reported,I-80 & US 6/KANESVILLE BLVD,Interstate,Interstate - US Route,Property Damage Only,17500,Followed too close,Under Influence of Alcohol/Drugs/Medications,52,>= 50 and <= 54,Female
20191114162,19-009784,20190520,4573587,266664,17:41,Monday,Pottawattamie,Interstate,80,Ramp,Ramp,Not reported,I-80 & US 6/KANESVILLE BLVD,Interstate,Interstate - US Route,Property Damage Only,17500,Followed too close,Under Influence of Alcohol/Drugs/Medications,46,>= 45 and <= 49,Male
20191114189,19-3659,20190521,4625478,461433,01:35,Tuesday,Polk,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd S14/NE 72ND ST & NE BLUFF DR,Secondary Road,Secondary - Secondary,Property Damage Only,10600,Ran stop sign,Under Influence of Alcohol/Drugs/Medications,25,>= 25 and <= 29,Male
20191114201,19-002802,20190520,4617101,446954,04:00,Monday,Polk,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,SW IRVINEDALE DR,Municipal Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,8000,Exceeded authorized speed,Alcohol (Statutory),25,>= 25 and <= 29,Male
20191114209,20192132,20190515,4694758,501510,23:38,Wednesday,Grundy,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd D35/205TH ST,Secondary Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,25500,Ran off road - right,Alcohol (Statutory),37,>= 35 and <= 39,Male
20191114210,20192167,20190518,4689077,502716,01:30,Saturday,Grundy,Iowa Route,175,Eastbound (EB),Mainline,Not reported,IA 175/240TH ST,Iowa Route,Not Indicated as an Intersection,Possible/Unknown Injury Crash,4400,Ran off road - left,Refused,18,= 18,Male
20191114239,19-15736,20190517,4710625,214261,23:27,Friday,Woodbury,Interstate,29,Northbound (NB),Mainline,Not reported,I-29,Interstate,Not Indicated as an Intersection,Possible/Unknown Injury Crash,8000,Exceeded authorized speed,Alcohol (< Statutory),42,>= 40 and <= 44,Male
20191114252,2019-001445,20190517,4705848,686619,22:05,Friday,Dubuque,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,ENGLISH MILL RD,Secondary Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,15250,Ran off road - right,Alcohol (Statutory),27,>= 25 and <= 29,Male
20191114263,2019012101,20190504,4591713,453114,20:25,Saturday,Warren,US Route,65,Southbound (SB),Mainline,Not reported,US 65,US Route,Not Indicated as an Intersection,Suspected Serious Injury Crash,7000,Made improper turn,Alcohol (Statutory),71,>= 70 and <= 74,Male
20191114263,2019012101,20190504,4591713,453114,20:25,Saturday,Warren,US Route,65,Southbound (SB),Mainline,Not reported,US 65,US Route,Not Indicated as an Intersection,Suspected Serious Injury Crash,7000,Made improper turn,Alcohol (Statutory),32,>= 30 and <= 34,Female
20191114264,19-0211361,20190414,4725808,313342,21:51,Sunday,Buena Vista,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,590TH ST,Secondary Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,5000,Ran off road - right,Alcohol (Statutory),32,>= 30 and <= 34,Male
20191114320,19-003249,20190519,4781337,295414,01:00,Sunday,O'Brien,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,340TH ST,Secondary Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,10000,Ran off road - left,Under Influence of Alcohol/Drugs/Medications,38,>= 35 and <= 39,Female
20191114383,MC1901983,20190521,4776299,483688,20:40,Tuesday,Cerro Gordo,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,13TH ST SE,Municipal Road,Not Indicated as an Intersection,Property Damage Only,14200,Operating vehicle in an reckless, erratic, careless, negligent manner,Refused,37,>= 35 and <= 39,Male
20191114389,19-009833,20190522,4569296,258691,00:34,Wednesday,Pottawattamie,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,23RD AVE & S 24TH ST,Municipal Road,Municipal - Municipal,Property Damage Only,18500,Driving too fast for conditions,Alcohol (Statutory),47,>= 45 and <= 49,Not reported
20191114420,19002542,20190519,4650778,443801,17:31,Sunday,Story,US Route,30,Ramp,Ramp,Not reported,US 30/SW RAMP CURV/SW LOOP & Co Rd R38/510TH AVE,US Route,US Route - Secondary,Possible/Unknown Injury Crash,17000,FTYROW:  From stop sign,Alcohol (Statutory),56,>= 55 and <= 59,Female
20191114420,19002542,20190519,4650778,443801,17:31,Sunday,Story,US Route,30,Ramp,Ramp,Not reported,US 30/SW RAMP CURV/SW LOOP & Co Rd R38/510TH AVE,US Route,US Route - Secondary,Possible/Unknown Injury Crash,17000,FTYROW:  From stop sign,Alcohol (Statutory),21,>= 21 and <= 24,Female
20191114445,2019012079,20190504,4652506,448653,01:20,Saturday,Story,US Route,69,Southbound (SB),Mainline,Not reported,US 69/LINCOLN WAY/GRAND AVE,US Route,US Route - Municipal,Property Damage Only,5000,Followed too close,Alcohol (Statutory),19,= 19,Female
20191114445,2019012079,20190504,4652506,448653,01:20,Saturday,Story,US Route,69,Southbound (SB),Mainline,Not reported,US 69/LINCOLN WAY/GRAND AVE,US Route,US Route - Municipal,Property Damage Only,5000,Followed too close,Alcohol (Statutory),19,= 19,Male
20191114477,20190014643,20190518,4603608,450247,00:13,Saturday,Polk,US Route,69,Northbound (NB),Mainline,Not reported,US 69/SE 14TH ST,US Route,Not Indicated as an Intersection,Suspected Serious Injury Crash,30000,Traveling wrong way or on wrong side of road,Alcohol (Statutory),30,>= 30 and <= 34,Male
20191114477,20190014643,20190518,4603608,450247,00:13,Saturday,Polk,US Route,69,Northbound (NB),Mainline,Not reported,US 69/SE 14TH ST,US Route,Not Indicated as an Intersection,Suspected Serious Injury Crash,30000,Traveling wrong way or on wrong side of road,Alcohol (Statutory),20,= 20,Male
20191114477,20190014643,20190518,4603608,450247,00:13,Saturday,Polk,US Route,69,Northbound (NB),Mainline,Not reported,US 69/SE 14TH ST,US Route,Not Indicated as an Intersection,Suspected Serious Injury Crash,30000,Traveling wrong way or on wrong side of road,Alcohol (Statutory),36,>= 35 and <= 39,Male
20191114522,,20190517,4499613,641728,23:10,Friday,Lee,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,AVE C,Municipal Road,Not Indicated as an Intersection,Property Damage Only,6000,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),40,>= 40 and <= 44,Male
20191114522,,20190517,4499613,641728,23:10,Friday,Lee,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,AVE C,Municipal Road,Not Indicated as an Intersection,Property Damage Only,6000,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),200,,Not reported
20191114522,,20190517,4499613,641728,23:10,Friday,Lee,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,AVE C,Municipal Road,Not Indicated as an Intersection,Property Damage Only,6000,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),200,,Not reported
20191114522,,20190517,4499613,641728,23:10,Friday,Lee,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,AVE C,Municipal Road,Not Indicated as an Intersection,Property Damage Only,6000,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),200,,Not reported
20191114562,19-002841,20190522,4621137,448010,00:02,Wednesday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,NW 10TH ST,Municipal Road,Not Indicated as an Intersection,Property Damage Only,2600,Made improper turn,Under Influence of Alcohol/Drugs/Medications,62,>= 60 and <= 64,Male
20191114565,CLP19001699,20190523,4637137,733512,01:27,Thursday,Clinton,US Route,67,Northbound (NB),Mainline,Not reported,US 67/N 2ND ST & 7TH AVE N,US Route,US Route - Municipal,Property Damage Only,2500,Ran off road - right,Alcohol (Statutory),24,>= 21 and <= 24,Male
20191114572,W19-039825,20190521,4701829,554715,02:41,Tuesday,Black Hawk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,LANGLEY RD,Municipal Road,Not Indicated as an Intersection,Property Damage Only,6500,Operating vehicle in an reckless, erratic, careless, negligent manner,Under Influence of Alcohol/Drugs/Medications,200,,Not reported
20191114572,W19-039825,20190521,4701829,554715,02:41,Tuesday,Black Hawk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,LANGLEY RD,Municipal Road,Not Indicated as an Intersection,Property Damage Only,6500,Operating vehicle in an reckless, erratic, careless, negligent manner,Under Influence of Alcohol/Drugs/Medications,28,>= 25 and <= 29,Male
20191114598,2019012976,20190514,4791197,634196,18:12,Tuesday,Allamakee,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd A52/ELON DR,Secondary Road,Not Indicated as an Intersection,Fatal Crash,30000,Failed to keep in proper lane,Alcohol (Statutory),75,>= 75 and <= 79,Female
20191114598,2019012976,20190514,4791197,634196,18:12,Tuesday,Allamakee,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd A52/ELON DR,Secondary Road,Not Indicated as an Intersection,Fatal Crash,30000,Failed to keep in proper lane,Alcohol (Statutory),59,>= 55 and <= 59,Male
20191114651,20190015255,20190523,4598889,446998,09:07,Thursday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,SW 14TH ST,Municipal Road,Not Indicated as an Intersection,Property Damage Only,25000,Driver Distraction:  Talking on a hand-held device,Alcohol (Statutory),200,,Not reported
20191114651,20190015255,20190523,4598889,446998,09:07,Thursday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,SW 14TH ST,Municipal Road,Not Indicated as an Intersection,Property Damage Only,25000,Driver Distraction:  Talking on a hand-held device,Alcohol (Statutory),200,,Not reported
20191114651,20190015255,20190523,4598889,446998,09:07,Thursday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,SW 14TH ST,Municipal Road,Not Indicated as an Intersection,Property Damage Only,25000,Driver Distraction:  Talking on a hand-held device,Alcohol (Statutory),29,>= 25 and <= 29,Female
20191114706,20190015299,20190523,4605422,451060,15:26,Thursday,Polk,Interstate,235,Ramp,Ramp,Not reported,I-235,Interstate,Not Indicated as an Intersection,Property Damage Only,1500,Ran off road - left,Refused,33,>= 30 and <= 34,Female
20191114718,192095,20190520,4658854,317873,00:15,Monday,Crawford,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,3RD AVE & BERGEN ST,Municipal Road,Municipal - Municipal,Suspected Serious Injury Crash,1000,Ran stop sign,Refused,23,>= 21 and <= 24,Male
20191114724,19-009937,20190524,4571865,255912,00:24,Friday,Pottawattamie,Interstate,29,No Travel Direction Consistent with Route,Mainline,Not reported,I-29 & I-480,Interstate,Interstate - Interstate,Property Damage Only,8191,Lost control,Refused,48,>= 45 and <= 49,Female
20191114728,20190015360,20190524,4605582,451873,02:03,Friday,Polk,Iowa Route,163,Westbound (WB),Mainline,Not reported,IA 163/E UNIVERSITY AVE & E 22ND ST,Iowa Route,IA Route - Municipal,Property Damage Only,4500,99,Alcohol (Statutory),22,>= 21 and <= 24,Male
20191114728,20190015360,20190524,4605582,451873,02:03,Friday,Polk,Iowa Route,163,Westbound (WB),Mainline,Not reported,IA 163/E UNIVERSITY AVE & E 22ND ST,Iowa Route,IA Route - Municipal,Property Damage Only,4500,99,Alcohol (Statutory),19,= 19,Female
20191114777,19003013,20190518,4718748,281599,03:04,Saturday,Cherokee,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,K AVE,Secondary Road,Not Indicated as an Intersection,Suspected Serious Injury Crash,4500,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),26,>= 25 and <= 29,Male
20191114777,19003013,20190518,4718748,281599,03:04,Saturday,Cherokee,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,K AVE,Secondary Road,Not Indicated as an Intersection,Suspected Serious Injury Crash,4500,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),18,= 18,Male
20191114853,FD19-1472,20190524,4706130,404835,16:00,Friday,Webster,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,S 29TH ST,Municipal Road,Not Indicated as an Intersection,Property Damage Only,2000,Other,Under Influence of Alcohol/Drugs/Medications,42,>= 40 and <= 44,Female
20191114853,FD19-1472,20190524,4706130,404835,16:00,Friday,Webster,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,S 29TH ST,Municipal Road,Not Indicated as an Intersection,Property Damage Only,2000,Other,Under Influence of Alcohol/Drugs/Medications,57,>= 55 and <= 59,Male
20191114875,19-029484,20190525,4723432,320754,00:00,Saturday,Buena Vista,Iowa Route,7,Eastbound (EB),Mainline,Not reported,IA 7/FLINDT RD & E 4TH ST,Iowa Route,IA Route - Municipal,Property Damage Only,6000,Lost control,Under Influence of Alcohol/Drugs/Medications,30,>= 30 and <= 34,Male
20191114875,19-029484,20190525,4723432,320754,00:00,Saturday,Buena Vista,Iowa Route,7,Eastbound (EB),Mainline,Not reported,IA 7/FLINDT RD & E 4TH ST,Iowa Route,IA Route - Municipal,Property Damage Only,6000,Lost control,Under Influence of Alcohol/Drugs/Medications,30,>= 30 and <= 34,Male
20191114879,W19-040968,20190525,4704354,554494,02:03,Saturday,Black Hawk,US Route,218,Northbound (NB),Mainline,Not reported,US 218 & W 9TH ST,US Route,US Route - Municipal,Property Damage Only,10000,Ran off road - right,Alcohol (Statutory),41,>= 40 and <= 44,Female
20191114914,2019-40000,20190518,4600928,704894,21:12,Saturday,Scott,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,BELLE AVE,Municipal Road,Not Indicated as an Intersection,Property Damage Only,3000,Driving too fast for conditions,Refused,200,,Not reported
20191114914,2019-40000,20190518,4600928,704894,21:12,Saturday,Scott,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,BELLE AVE,Municipal Road,Not Indicated as an Intersection,Property Damage Only,3000,Driving too fast for conditions,Refused,56,>= 55 and <= 59,Male
20191114914,2019-40000,20190518,4600928,704894,21:12,Saturday,Scott,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,BELLE AVE,Municipal Road,Not Indicated as an Intersection,Property Damage Only,3000,Driving too fast for conditions,Refused,200,,Not reported
